Date,ID,Url,Username,Source_Location,Location,Tweets,Number_of_Likes,Number_of_Followers,Number_of_Retweets
2022-10-02 15:34:03+00:00,1.5766E+18,https://twitter.com/motivatedpso/status/1576596379707011072,motivatedpso,dlvr.it,Lagos,"Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams: New York City Mayor, Eric Adams, has joined Nigerians from all walks of life to celebrate the 62nd independence anniversary of their homeland. Adams, in his speech at the… https://t.co/qhFz0LJFEM",0,77,0
2022-10-02 15:33:14+00:00,1.5766E+18,https://twitter.com/AlmatFarms/status/1576596174647095298,AlmatFarms,Twitter for iPhone,"Abuja, Nigeria","On 1 October 1960, Nigeria was granted full independence from Great Britain. The country received its Freedom Charter, on 1 October 1960, from Princess Alexandra of Kent, the Queen's representative at the Nigerian independence ceremonies.",1,1911,0
2022-10-02 15:33:12+00:00,1.5766E+18,https://twitter.com/Nigerianjourna1/status/1576596167105941504,Nigerianjourna1,WordPress.com,,"Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams https://t.co/00Hq2oeKpO",0,26,0
2022-10-02 15:33:04+00:00,1.5766E+18,https://twitter.com/Ayotunday/status/1576596131592953856,Ayotunday,Twitter for Android,"Lagos, Nigeria",@Pelfald Nah 6-2 Dem suppose beat una to celebrate Nigeria Independence 🤣🤣🤣,0,124,0
2022-10-02 15:32:55+00:00,1.5766E+18,https://twitter.com/Topson__/status/1576596093390835713,Topson__,Twitter for iPhone,Entrepreneur ,"Nigeria and man United are both celebrating independence, one is 62 the other is 6:3",0,3762,0
2022-10-02 15:32:51+00:00,1.5766E+18,https://twitter.com/minusmyown/status/1576596079797489664,minusmyown,Twitter for Android,Nigeria,"Happy Independence day Nigeria. 
Let's all work together to keep our streets clean, to lower the incidence of diseases like Malaria and prevent flood cases. Only dispose your solid waste in dustbin 🚮 and govt. approved sites, not on the streets &amp; drainages
#MinusMyOwnWaste https://t.co/lhPW1D91qC",0,55,0
2022-10-02 15:32:31+00:00,1.5766E+18,https://twitter.com/AlbarraAmin/status/1576595994740826114,AlbarraAmin,Twitter Web App,"Kano, Nigeria.","The British colonial authority had agreed to grant Nigeria her independence on Saturday, April 2, 1960. However, Prime Minister Sir Abubakar Tafawa Balewa (pictured) ""begged"" parliament to postpone it to Saturday, October 1, 1960. https://t.co/7kEE0J1cl8",0,36,0
2022-10-02 15:32:08+00:00,1.5766E+18,https://twitter.com/Ayotunday/status/1576595899995680768,Ayotunday,Twitter for Android,"Lagos, Nigeria",I was hoping Man City will play 6-2 to celebrate Nigeria Independence 🤗,0,124,0
2022-10-02 15:32:04+00:00,1.5766E+18,https://twitter.com/NigeriaNewsdesk/status/1576595880668725249,NigeriaNewsdesk,dlvr.it,,"Independence: Nigerians set New York aglow with parade, carnival https://t.co/kPmZPEFzN6",13,1986473,4
2022-10-02 15:31:53+00:00,1.5766E+18,https://twitter.com/Learnxplore/status/1576595836754362368,Learnxplore,Twitter for Android,"Abuja, Nigeria","Still in the spirit of the Independence celebration, here are some Notable facts about our beloved country Nigeria 😍🇳🇬

#Stem #Onlinelearning #Edtech #Learnxplore #Edtechtools #learningisfun #DidYouKnow #Sdg4 #edutwitter https://t.co/oPfqetsDPy",2,31,0
2022-10-02 15:30:21+00:00,1.5766E+18,https://twitter.com/Flexing_Specta/status/1576595449435168768,Flexing_Specta,Twitter for iPhone,sophisticated. Legendary,"Happy independence. Hi our to freedoms fighters. We aren’t in the best place right now but Nigeria is a great nation regardless. We have been through a lot and hopefully, soon, we get the best time to show the world all of our awesomeness. #HappyIndependenceNigeria #Nigeria https://t.co/Gfu5HNdCeU",1,1340,1
2022-10-02 15:29:25+00:00,1.5766E+18,https://twitter.com/signaturetv/status/1576595216433401856,signaturetv,WordPress.com,"Abuja, Nigeria.","Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams https://t.co/P1Fo9EF1kf",0,1014,0
2022-10-02 15:28:49+00:00,1.5766E+18,https://twitter.com/AbdulKRamadhan/status/1576595062758469632,AbdulKRamadhan,Twitter for Android,"Mombasa, Kenya",Happy Independence Day Nigeria https://t.co/ll9KzRIUKm,0,1230,0
2022-10-02 15:27:25+00:00,1.57659E+18,https://twitter.com/DominicOkpene/status/1576594709811978240,DominicOkpene,Twitter for Android,,@PeterObi Is today Nigeria's Independence Day or National Obedience Day? Be it known to you all that there is a God in Heaven that answers prayers. It's not ordinary. This is what the Lord is doing in our nation &amp; it's marvelous in our sight. Vote Peter Obi for President.,1,410,0
2022-10-02 15:24:40+00:00,1.57659E+18,https://twitter.com/nurahalliru94/status/1576594018309660672,nurahalliru94,Twitter for Android,,"Slm. My fellow country people, I hope you all celebrate independence day as a great and good nigeria",0,0,0
2022-10-02 15:24:12+00:00,1.57659E+18,https://twitter.com/SanmiDoherty/status/1576593900592324608,SanmiDoherty,Twitter for Android,,"We engaged the Youth in today's edition of @LagIslandSptMvt dedicated for Nigeria's Independence.

#LagosIslandSportsMovement 

@jidesanwoolu @officialABAT @Mr_JAGs https://t.co/EP1NkWzt39",77,337,22
2022-10-02 15:23:20+00:00,1.57659E+18,https://twitter.com/NewsReel247/status/1576593684744781824,NewsReel247,WordPress.com,Nigeria,"Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams https://t.co/O95qDa72P7",0,1085,0
2022-10-02 15:23:18+00:00,1.57659E+18,https://twitter.com/DailyPostNGR/status/1576593676968542208,DailyPostNGR,Echobox,Nigeria,"Independence: ‘No one celebrates life like Nigeria’ - New York City Mayor, Adams https://t.co/6dPR2kXfE4",40,2052813,9
2022-10-02 15:22:46+00:00,1.57659E+18,https://twitter.com/ukonakpe4real/status/1576593542532644864,ukonakpe4real,Twitter for Android,"Benin-City, Nigeria",Happy Independence day Nigeria 🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬🇳🇬 https://t.co/UhrESHuSg3,1,180,0
2022-10-02 15:22:40+00:00,1.57659E+18,https://twitter.com/deversonkwetez1/status/1576593516293079041,deversonkwetez1,Twitter for Android,Malawi,@wmdministries Happy independence Nigeria love with the love of God,0,30,0
2022-10-02 15:22:34+00:00,1.57659E+18,https://twitter.com/stalliontrends/status/1576593488795377667,stalliontrends,WordPress.com,Ghana,"Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor, Adams https://t.co/W7NbjGxNbB",0,10,0
2022-10-02 15:22:31+00:00,1.57659E+18,https://twitter.com/chigozie0102/status/1576593477051486208,chigozie0102,Twitter for Android,,"By the time Nigeria celebrates her 6-3 independence by this time next year, BAT's photo will be hanging in every office and government establishment!

🤣 🤣",39,3890,9
2022-10-02 15:21:06+00:00,1.57659E+18,https://twitter.com/firstclassjerry/status/1576593119612907522,firstclassjerry,Twitter for iPhone,"Lagos, Nigeria","Since Nigeria got independence and has been celebrating Independence Day,I don’t think there was ever an Independence Day celebration that was overshadowed by another event on the same day,all my TL yesterday was about the PO rally across the country, @PeterObi is a force.",0,2448,1
2022-10-02 15:20:52+00:00,1.57659E+18,https://twitter.com/EdebiPriscilla/status/1576593061538586625,EdebiPriscilla,Twitter for Android,,"We are hopeful for a better Nigeria, where the land will be #green again!

Happy #62nd Independence Nigeria 🇳🇬
#IndependenceDay2022 #environmentalsustainability #ClimateAction #ecofriends #Crushedrock #hiking https://t.co/rQrZvHgSJQ",3,282,3
2022-10-02 15:19:01+00:00,1.57659E+18,https://twitter.com/rocampaign/status/1576592595559469056,rocampaign,Twitter for Android,,"💥𝗥𝗘𝗔𝗖𝗛𝗢𝗨𝗧 𝗪𝗢𝗥𝗟𝗗 𝗡𝗜𝗚𝗘𝗥𝗜𝗔
HAPPY INDEPENDENCE DAY NIGERIA 🇳🇬🇳🇬

PICTORIAL REPORT FROM CHRIST EMBASSY KATSINA 

LET YOUR SEED COUNT TODAY!
For sponsorship, visit:
https://t.co/L9tn6U8VPP

For more information, please Call
+2348025013846

#reachoutnigeria https://t.co/CvwJlYWqmf",0,1,0
2022-10-02 15:18:38+00:00,1.57659E+18,https://twitter.com/rocampaign/status/1576592502546890752,rocampaign,Twitter for Android,,"💥𝗥𝗘𝗔𝗖𝗛𝗢𝗨𝗧 𝗪𝗢𝗥𝗟𝗗 𝗡𝗜𝗚𝗘𝗥𝗜𝗔
HAPPY INDEPENDENCE DAY NIGERIA 🇳🇬🇳🇬

PICTORIAL REPORT FROM CHRIST EMBASSY KATSINA 

LET YOUR SEED COUNT TODAY!
For sponsorship, visit:
https://t.co/L9tn6TRSNP

For more information, please Call
+2348025013846

#reachoutnigeria https://t.co/NxOgqWqUL3",0,1,0
2022-10-02 15:17:32+00:00,1.57659E+18,https://twitter.com/rocampaign/status/1576592222018887680,rocampaign,Twitter for Android,,"💥𝗥𝗘𝗔𝗖𝗛𝗢𝗨𝗧 𝗪𝗢𝗥𝗟𝗗 𝗡𝗜𝗚𝗘𝗥𝗜𝗔
HAPPY INDEPENDENCE DAY NIGERIA 🇳🇬🇳🇬

PICTORIAL REPORT FROM CHRIST EMBASSY ABUJA ZONE

LET YOUR SEED COUNT TODAY!
For sponsorship, visit:
https://t.co/L9tn6U8VPP

For more information, please Call
+2348025013846

#reachoutnigeria https://t.co/Y8v1PeJCAP",0,1,0
2022-10-02 15:17:12+00:00,1.57659E+18,https://twitter.com/rocampaign/status/1576592140276494336,rocampaign,Twitter for Android,,"💥𝗥𝗘𝗔𝗖𝗛𝗢𝗨𝗧 𝗪𝗢𝗥𝗟𝗗 𝗡𝗜𝗚𝗘𝗥𝗜𝗔
HAPPY INDEPENDENCE DAY NIGERIA 🇳🇬🇳🇬

PICTORIAL REPORT FROM CHRIST EMBASSY ABUJA ZONE

LET YOUR SEED COUNT TODAY!
For sponsorship, visit:
https://t.co/L9tn6TRSNP

For more information, please Call
+2348025013846

#reachoutnigeria https://t.co/jLwyjwDyNI",0,1,0
2022-10-02 15:15:36+00:00,1.57659E+18,https://twitter.com/AndiesCandiesNG/status/1576591739178999810,AndiesCandiesNG,Twitter for Android,Abuja,"Happy Independence 🇳🇬
Nigeria will be better again ❤️🙏🏽
#AbujaTwitterCommunity",3,355,0
2022-10-02 15:15:12+00:00,1.57659E+18,https://twitter.com/JFATheAkpata/status/1576591637782073349,JFATheAkpata,Twitter for iPhone,,"What happened in Nigeria yesterday was supposed to be Independence Day but turned out to be Yusfully Obidients Day.Lagos, Warri ,Gombe, Bauchi. Kaduna,Benin,Uyo etc Òmò this Tsunami choke o",0,2,0
2022-10-02 15:12:25+00:00,1.57659E+18,https://twitter.com/Timskid37/status/1576590935198257152,Timskid37,Twitter for Android,,"Nigeria Independence simply means freedom from our colonial master,to be
free from slaves..
@AladeSamson12 
@sulson4real 
@John_ceejay01 
@IAmSamOlawale 
@AjalaFemi_Ade 
@AdeokeK https://t.co/3JP60mxqO0",0,40,0
2022-10-02 15:11:48+00:00,1.57659E+18,https://twitter.com/justeventsonlin/status/1576590779056652289,justeventsonlin,Twitter for Android,Nigeria,"Nigeria needs independence from corruption, disunity, poverty – Obi

https://t.co/rKEih9H4J9",0,1277,0
2022-10-02 15:11:40+00:00,1.57659E+18,https://twitter.com/omeaku2000/status/1576590746756734977,omeaku2000,Twitter for Android,Nigeria,@LCFC Make una leave Nigeria independence day and win today's match,0,33,0
2022-10-02 15:11:32+00:00,1.57659E+18,https://twitter.com/NurseLainey1/status/1576590714661928960,NurseLainey1,Twitter for Android,Biafra,"@glynmaclean @Refreshingtruth @Adenuga96141009 @gainesm @KonstantinKisin You people never stopped till today. Look at what's happening in Burkina Faso, Ethiopia, South Africa, Cameron etc.

Coming to Nigeria, the same Biafrans and seeking for independence from Nigeria but you helped the terrorists govt to kidnap their leader Nnamdi Kanu and imprisoned",0,467,0
2022-10-02 15:10:45+00:00,1.57659E+18,https://twitter.com/kfcnigeria/status/1576590515906093061,kfcnigeria,Twitter for iPhone,"Lagos, Nigeria",@ismailaniemu We are glad you celebrated independence day the KFC way! ❤️❤️,0,17483,0
2022-10-02 15:10:14+00:00,1.57659E+18,https://twitter.com/Laufinggas/status/1576590385026957317,Laufinggas,Twitter for Android,"Miami Beach, FL","@BenOkere1 @omacollins @victorKowa2 @VictorIsrael_ Saying it is not Patriotic it is a blatant lie. Nigeria is currently in a state of comatose, and the best time to make people aware of the condition we are in and the fact that we need a new and better Nigeria is on that day of Independence. Who celebrates",3,1005,0
2022-10-02 15:10:07+00:00,1.57659E+18,https://twitter.com/ProductiveYout1/status/1576590358796177408,ProductiveYout1,Twitter for Android,"Sokoto, Nigeria","Happy Independence Day, Nigeria
---------
🎉 🎉 🎉
We have come far.
We may not be where we want to be, but being one and striving to right all wrongs and to develop are also achievements.

God bless Nigeria. 
@Auwal_online
@AWTambuwal @MBuhari @csocapacityng @EUinNigeria https://t.co/LAcCfjbEUu",2,125,1
2022-10-02 15:09:58+00:00,1.57659E+18,https://twitter.com/Clemmzzy/status/1576590321109979137,Clemmzzy,Twitter for Android,"Kaduna, Nigeria",Manchester United almost wished Nigeria a Happy Independence remembrance. But Man U cut ham. #tenhag #Comeback https://t.co/pvUz9hQGlg,1,161,0
2022-10-02 15:09:24+00:00,1.57659E+18,https://twitter.com/mrlilgaga_/status/1576590177455116288,mrlilgaga_,Twitter for iPhone,"Lagos, Nigeria",The Manchester brothers dedicated their match to celebrate Nigeria’s Independence Day,0,2003,0
2022-10-02 15:07:49+00:00,1.57659E+18,https://twitter.com/Dansunnah442/status/1576589778937487360,Dansunnah442,Twitter for Android,"Gombe, Nigeria","@Sadiya_farouq No more any independence in Nigeria 
Maa",1,373,0
2022-10-02 15:06:56+00:00,1.57659E+18,https://twitter.com/AriyaXpress/status/1576589554915545089,AriyaXpress,Twitter Web App,Lagos Nigeria,"The President, Major General Muhammadu Buhari (retd.), was on Saturday joined by some past leaders to mark Nigeria’s 62nd Independence Day anniversary.
Click the link below to read details #ariyaxpress #PMB #Jonathan 
https://t.co/bpxbgJTqDY",0,44,0
2022-10-02 15:06:36+00:00,1.57659E+18,https://twitter.com/nigeriandailies/status/1576589474452103168,nigeriandailies,SocialManagerr,Worldwide,Independence: ‘No one celebrates life like Nigeria’ – New York City Mayor  https://t.co/QMQjzfLLXM,0,322,0
2022-10-02 15:06:05+00:00,1.57659E+18,https://twitter.com/NKarofi/status/1576589341807497217,NKarofi,Twitter for Android,,Nigeria @62. My nation my pride! I wish all Nigerians happy independence. We use to celebrate our nationhood in grand style lots of glitz and glamour. Now we do it low-key and moody. We better wake-up and celebrate our nation in the most happiest mood. Prosperity is our portion.,1,46,0
2022-10-02 15:05:48+00:00,1.57659E+18,https://twitter.com/NewsDigestNGR/status/1576589270613168128,NewsDigestNGR,WordPress.com,"Abuja, Nigeria","Independence Day: Strangers at 62, By Saratu Abubakar https://t.co/9JKUNPUAYQ",0,26,0
2022-10-02 15:05:13+00:00,1.57659E+18,https://twitter.com/TijaniAbdulrash/status/1576589125016166400,TijaniAbdulrash,Twitter for Android,Ilorin,"Nigeria we hail thee
Our own dear native land
Though tribes and tongue may differ
In brotherhood we stand
Nigerians all, are proud to serve
Our sovereign Motherland.
(Watched the movie OCTOBER 1 on OCTOBER 2)
 HAPPY INDEPENDENCE DAY CELEBRATION NIGERIANS.",0,244,0
2022-10-02 15:04:10+00:00,1.57659E+18,https://twitter.com/smoonHasan/status/1576588860628369411,smoonHasan,Twitter for iPhone,,Happy Independence Day Nigeria 🇳🇬💚 https://t.co/JkxakGZxZd,2,1392,0
2022-10-02 15:03:58+00:00,1.57659E+18,https://twitter.com/AnuoluwapoSisi/status/1576588810141331456,AnuoluwapoSisi,Twitter for iPhone,,Man City is wishing Nigeria Happy 6:2 Independence,3,5835,1
2022-10-02 15:03:57+00:00,1.57659E+18,https://twitter.com/joeomo2001/status/1576588806731730946,joeomo2001,Twitter for Android,"Lagos, Nigeria","Celebrating 🍾 Nigeria 🇳🇬 on her 62years of independence. It shall be great country Laslas, weather u like or u nor like.... https://t.co/gPknV35DPh",0,250,0
2022-10-02 15:02:42+00:00,1.57659E+18,https://twitter.com/dailyscoopmedia/status/1576588493014171648,dailyscoopmedia,WordPress.com,Nigeria,Judicial independence 62 years after Nigeria’s independence https://t.co/Zbax4DjGbW,0,3889,0
2022-10-02 15:02:42+00:00,1.57659E+18,https://twitter.com/dailyscoopmedia/status/1576588491802157057,dailyscoopmedia,WordPress.com,Nigeria,Judicial independence 62 years after Nigeria’s independence https://t.co/Ot0YKdBtwx,2,3889,2
2022-10-02 15:02:05+00:00,1.57659E+18,https://twitter.com/modernghanaweb/status/1576588336331776000,modernghanaweb,Modern Ghana,"Accra, Ghana","Black leaders wish Nigeria, a member of the African Union, a happy Independence Day https://t.co/LbhMMxYWJR",0,37714,0
2022-10-02 15:02:05+00:00,1.57659E+18,https://twitter.com/ikamaechi/status/1576588334918381568,ikamaechi,Twitter Web App,"Lagos, Nigeria",Judicial independence 62 years after Nigeria’s independence https://t.co/mlBwQ9RxUG via @TheNiche,3,314,1
2022-10-02 15:01:09+00:00,1.57659E+18,https://twitter.com/APS_stamps/status/1576588100129722375,APS_stamps,Hootsuite Inc.,"Bellefonte, Pennsylvania, US","In honor of Nigerian Independence Day, yesterday, here is a stamp collection from Nigeria, 1983.
.
.
.
#philatelist #postagestamps #stampcollecting #philatelic #philategram #philatelystamps #philatelycollection #collectstamps #NigeriaIndependenceDay #Nigeria https://t.co/RPqrWS5rPH",16,6021,3
2022-10-02 15:00:20+00:00,1.57659E+18,https://twitter.com/ifiokabasiokop/status/1576587896684847104,ifiokabasiokop,Twitter for Android,,"We are streaming spiritual songs/chants about Nigeria for 10 days.

Click on the link to join the Livestream and intercede for Nigeria.

https://t.co/mqsOcDvmlk

#Nigeria #NigeriaIndependence #NigeriaIndependenceDay #IndependenceDay2022 #IndependenceDay https://t.co/6gAuFJAXrb",3,219,1
